participant_token	step_index	video_key	actual_source	condition	seen_label	real_or_fake	answer_is_correct	ai_likelihood	confidence_probability	q_uncertainty_question	uncertainty_level	information_credibility	trust_label	trust_platform	decision_time_ms	video_watch_ratio_percent	pause_count	rewatch_count	hesitation_score	recorded_at
27ff2285-2157-42fa-9e08-91ab72411ed8	3	video_3	real	minimalist	TRUE	real	TRUE	1	92	How uncertain are you?	3	6	2	3	19706	70	1	2	25.21	2026-03-28T11:41:39.451530
27ff2285-2157-42fa-9e08-91ab72411ed8	4	video_4	real	minimalist	TRUE	fake	FALSE	3	70	How uncertain are you?	3	6	2	3	20928	67	1	1	24.43	2026-03-28T11:38:48.451530
ba7ce8dc-6518-4174-8917-f628d512780f	1	video_1	AI	control		fake	TRUE	3	99	How uncertain are you?	3	3			19108	95	1	0	20.61	2026-03-28T13:14:57.451530
ba7ce8dc-6518-4174-8917-f628d512780f	2	video_2	AI	control		real	FALSE	4	75	How uncertain are you?	3	5			17875	70	4	0	23.88	2026-03-28T13:15:53.451530
ba7ce8dc-6518-4174-8917-f628d512780f	3	video_3	real	control		fake	FALSE	1	86	How uncertain are you?	1	6			13256	82	2	1	18.26	2026-03-28T13:14:00.451530
ba7ce8dc-6518-4174-8917-f628d512780f	4	video_4	real	control		real	TRUE	3	94	How uncertain are you?	1	5			11668	83	3	0	16.17	2026-03-28T13:10:54.451530
ef46e5e4-c35b-42bf-b476-c0edf0457778	1	video_1	AI	strong	TRUE	fake	TRUE	4	78	How uncertain are you?	2	3	5	4	12088	84	1	0	13.59	2026-03-28T18:44:34.451530
ef46e5e4-c35b-42bf-b476-c0edf0457778	2	video_2	AI	strong	TRUE	fake	TRUE	5	74	How uncertain are you?	1	3	5	5	23627	94	1	2	29.13	2026-03-28T18:52:40.451530
ef46e5e4-c35b-42bf-b476-c0edf0457778	3	video_3	real	strong	TRUE	real	TRUE	1	70	How uncertain are you?	2	5	4	5	14578	99	4	1	22.58	2026-03-28T18:50:12.451530
ef46e5e4-c35b-42bf-b476-c0edf0457778	4	video_4	real	strong	TRUE	real	TRUE	2	65	How uncertain are you?	4	6	5	4	19546	82	2	2	26.55	2026-03-28T18:50:47.451530
90a8e5fc-93f1-44cb-bc09-a1b13982ccb8	1	video_1	AI	informational	TRUE	fake	TRUE	4	86	How uncertain are you?	2	4	3	5	17464	76	2	1	22.46	2026-03-28T16:31:19.451530
90a8e5fc-93f1-44cb-bc09-a1b13982ccb8	2	video_2	AI	informational	TRUE	real	FALSE	3	68	How uncertain are you?	4	3	5	4	18577	82	1	0	20.08	2026-03-28T16:38:46.451530
90a8e5fc-93f1-44cb-bc09-a1b13982ccb8	3	video_3	real	informational	TRUE	fake	FALSE	1	90	How uncertain are you?	2	3	4	5	10891	82	0	0	10.89	2026-03-28T16:37:04.451530
90a8e5fc-93f1-44cb-bc09-a1b13982ccb8	4	video_4	real	informational	TRUE	real	TRUE	3	80	How uncertain are you?	2	4	4	3	22086	96	1	1	25.59	2026-03-28T16:40:41.451530
b10ca927-ab31-467d-83b8-83189ce8cd62	1	video_1	AI	minimalist	TRUE	real	FALSE	3	98	How uncertain are you?	2	6	3	3	20441	83	2	1	25.44	2026-03-28T11:53:01.451530
b10ca927-ab31-467d-83b8-83189ce8cd62	2	video_2	AI	minimalist	TRUE	real	FALSE	3	79	How uncertain are you?	3	4	2	4	5066	86	2	1	10.07	2026-03-28T11:54:27.451530
b10ca927-ab31-467d-83b8-83189ce8cd62	3	video_3	real	minimalist	TRUE	real	TRUE	1	85	How uncertain are you?	1	3	4	4	18142	64	4	2	28.14	2026-03-28T11:57:11.451530
b10ca927-ab31-467d-83b8-83189ce8cd62	4	video_4	real	minimalist	TRUE	real	TRUE	2	99	How uncertain are you?	3	6	2	2	21363	94	0	2	25.36	2026-03-28T11:50:06.451530
780e5897-4038-4eed-83a7-445d0f42c360	1	video_1	AI	control		real	FALSE	3	81	How uncertain are you?	2	3			14044	95	5	2	25.54	2026-03-27T08:19:37.451530
780e5897-4038-4eed-83a7-445d0f42c360	2	video_2	AI	control		fake	TRUE	5	87	How uncertain are you?	2	4			25807	78	4	0	31.81	2026-03-27T08:16:18.451530
780e5897-4038-4eed-83a7-445d0f42c360	3	video_3	real	control		real	TRUE	3	98	How uncertain are you?	3	3			5604	71	1	0	7.10	2026-03-27T08:16:05.451530
780e5897-4038-4eed-83a7-445d0f42c360	4	video_4	real	control		real	TRUE	2	88	How uncertain are you?	2	4			14325	64	2	2	21.32	2026-03-27T08:19:53.451530
0c82a5c8-229f-486d-a49c-260bb8028517	1	video_1	AI	strong	TRUE	fake	TRUE	5	85	How uncertain are you?	3	6	4	5	22834	73	2	1	27.83	2026-03-28T21:33:48.451530
0c82a5c8-229f-486d-a49c-260bb8028517	2	video_2	AI	strong	TRUE	fake	TRUE	3	74	How uncertain are you?	1	6	5	4	9316	73	5	1	18.82	2026-03-28T21:33:11.451530
0c82a5c8-229f-486d-a49c-260bb8028517	3	video_3	real	strong	TRUE	fake	FALSE	2	71	How uncertain are you?	1	6	4	5	4417	92	0	2	8.42	2026-03-28T21:32:25.451530
0c82a5c8-229f-486d-a49c-260bb8028517	4	video_4	real	strong	TRUE	fake	FALSE	3	67	How uncertain are you?	5	5	5	4	19898	79	0	0	19.90	2026-03-28T21:34:59.451530
888c56cd-7c79-44e8-959b-e4377b59c996	1	video_1	AI	informational	TRUE	fake	TRUE	4	82	How uncertain are you?	1	5	4	4	26575	68	5	1	36.08	2026-03-28T16:35:47.451530
888c56cd-7c79-44e8-959b-e4377b59c996	2	video_2	AI	informational	TRUE	real	FALSE	5	72	How uncertain are you?	2	3	5	5	17706	67	5	2	29.21	2026-03-28T16:38:56.451530
888c56cd-7c79-44e8-959b-e4377b59c996	3	video_3	real	informational	TRUE	real	TRUE	3	91	How uncertain are you?	1	6	4	3	14875	84	4	1	22.88	2026-03-28T16:38:19.451530
888c56cd-7c79-44e8-959b-e4377b59c996	4	video_4	real	informational	TRUE	fake	FALSE	2	95	How uncertain are you?	1	5	4	5	24672	63	4	1	32.67	2026-03-28T16:37:27.451530
a8d4032c-adb6-4eba-90bd-1f2482dc2839	1	video_1	AI	minimalist	TRUE	fake	TRUE	4	86	How uncertain are you?	1	6	2	3	13200	70	2	2	20.20	2026-03-28T16:48:55.451530
a8d4032c-adb6-4eba-90bd-1f2482dc2839	2	video_2	AI	minimalist	TRUE	real	FALSE	4	82	How uncertain are you?	3	3	2	3	20433	99	4	1	28.43	2026-03-28T16:48:57.451530
a8d4032c-adb6-4eba-90bd-1f2482dc2839	3	video_3	real	minimalist	TRUE	real	TRUE	1	96	How uncertain are you?	1	4	2	2	19462	81	1	2	24.96	2026-03-28T16:53:37.451530
a8d4032c-adb6-4eba-90bd-1f2482dc2839	4	video_4	real	minimalist	TRUE	fake	FALSE	1	84	How uncertain are you?	3	3	4	4	19581	87	2	2	26.58	2026-03-28T16:49:32.451530
41392497-d326-44fd-a412-3eec8f472e93	1	video_1	AI	control		fake	TRUE	4	80	How uncertain are you?	1	3			25499	62	5	1	35.00	2026-03-28T12:45:09.451530
41392497-d326-44fd-a412-3eec8f472e93	2	video_2	AI	control		fake	TRUE	4	94	How uncertain are you?	2	4			8746	65	4	0	14.75	2026-03-28T12:48:06.451530
41392497-d326-44fd-a412-3eec8f472e93	3	video_3	real	control		fake	FALSE	1	76	How uncertain are you?	2	4			16475	89	0	1	18.48	2026-03-28T12:43:03.451530
41392497-d326-44fd-a412-3eec8f472e93	4	video_4	real	control		real	TRUE	3	94	How uncertain are you?	2	5			5721	81	4	0	11.72	2026-03-28T12:46:51.451530
620cf029-e5e1-4703-8ccc-9cb9c6da8547	1	video_1	AI	strong	TRUE	real	FALSE	3	78	How uncertain are you?	3	6	4	4	18196	87	2	0	21.20	2026-03-27T21:30:16.451530
620cf029-e5e1-4703-8ccc-9cb9c6da8547	2	video_2	AI	strong	TRUE	fake	TRUE	5	74	How uncertain are you?	2	3	4	4	14963	92	4	2	24.96	2026-03-27T21:25:09.451530
620cf029-e5e1-4703-8ccc-9cb9c6da8547	3	video_3	real	strong	TRUE	fake	FALSE	1	80	How uncertain are you?	2	6	5	4	13978	71	1	1	17.48	2026-03-27T21:24:19.451530
620cf029-e5e1-4703-8ccc-9cb9c6da8547	4	video_4	real	strong	TRUE	real	TRUE	2	61	How uncertain are you?	5	3	4	5	3953	69	3	1	10.45	2026-03-27T21:29:29.451530
951c01ff-2d3d-4f18-991b-ffed5fe49ffe	1	video_1	AI	informational	TRUE	fake	TRUE	4	78	How uncertain are you?	2	5	4	5	9822	63	2	1	14.82	2026-03-27T15:45:10.451530
951c01ff-2d3d-4f18-991b-ffed5fe49ffe	2	video_2	AI	informational	TRUE	fake	TRUE	3	65	How uncertain are you?	4	5	3	4	18971	67	3	1	25.47	2026-03-27T15:48:24.451530
951c01ff-2d3d-4f18-991b-ffed5fe49ffe	3	video_3	real	informational	TRUE	fake	FALSE	2	72	How uncertain are you?	1	6	5	3	19393	73	3	2	27.89	2026-03-27T15:44:35.451530
951c01ff-2d3d-4f18-991b-ffed5fe49ffe	4	video_4	real	informational	TRUE	real	TRUE	2	71	How uncertain are you?	2	6	5	3	16494	73	3	1	22.99	2026-03-27T15:44:22.451530
c00e526e-4e21-4d6f-863f-7ae1c633f7a6	1	video_1	AI	minimalist	TRUE	fake	TRUE	5	95	How uncertain are you?	2	5	2	2	13686	98	2	0	16.69	2026-03-27T10:58:57.451530
c00e526e-4e21-4d6f-863f-7ae1c633f7a6	2	video_2	AI	minimalist	TRUE	real	FALSE	3	70	How uncertain are you?	3	3	4	3	8693	91	3	0	13.19	2026-03-27T10:57:20.451530
c00e526e-4e21-4d6f-863f-7ae1c633f7a6	3	video_3	real	minimalist	TRUE	real	TRUE	3	82	How uncertain are you?	2	6	3	4	13362	74	3	1	19.86	2026-03-27T11:00:13.451530
c00e526e-4e21-4d6f-863f-7ae1c633f7a6	4	video_4	real	minimalist	TRUE	fake	FALSE	1	80	How uncertain are you?	3	3	3	4	6414	84	3	0	10.91	2026-03-27T10:59:33.451530
62421129-d1bb-43bc-851f-65ea56b28695	1	video_1	AI	control		fake	TRUE	5	96	How uncertain are you?	3	4			16295	81	3	2	24.80	2026-03-28T22:49:07.451530
62421129-d1bb-43bc-851f-65ea56b28695	2	video_2	AI	control		fake	TRUE	5	93	How uncertain are you?	2	4			7002	96	5	0	14.50	2026-03-28T22:44:07.451530
62421129-d1bb-43bc-851f-65ea56b28695	3	video_3	real	control		real	TRUE	1	89	How uncertain are you?	1	4			22910	88	1	1	26.41	2026-03-28T22:42:34.451530
62421129-d1bb-43bc-851f-65ea56b28695	4	video_4	real	control		real	TRUE	1	82	How uncertain are you?	2	3			23591	64	3	1	30.09	2026-03-28T22:42:36.451530
198b5a7a-e645-4540-920a-68050102c8e4	1	video_1	AI	strong	TRUE	fake	TRUE	4	67	How uncertain are you?	4	5	5	4	14376	72	4	2	24.38	2026-03-27T13:29:42.451530
198b5a7a-e645-4540-920a-68050102c8e4	2	video_2	AI	strong	TRUE	fake	TRUE	5	76	How uncertain are you?	3	4	4	5	25121	85	3	0	29.62	2026-03-27T13:26:48.451530
198b5a7a-e645-4540-920a-68050102c8e4	3	video_3	real	strong	TRUE	real	TRUE	2	80	How uncertain are you?	2	4	4	4	22099	89	1	2	27.60	2026-03-27T13:25:22.451530
198b5a7a-e645-4540-920a-68050102c8e4	4	video_4	real	strong	TRUE	real	TRUE	2	88	How uncertain are you?	2	3	4	4	24494	87	1	2	29.99	2026-03-27T13:31:00.451530
2c201914-f5a2-40fb-bbad-a41e0e251cdb	1	video_1	AI	informational	TRUE	real	FALSE	3	80	How uncertain are you?	3	4	5	4	22651	97	1	1	26.15	2026-03-28T09:59:26.451530
2c201914-f5a2-40fb-bbad-a41e0e251cdb	2	video_2	AI	informational	TRUE	fake	TRUE	3	86	How uncertain are you?	3	4	4	5	6039	87	4	0	12.04	2026-03-28T10:00:42.451530
2c201914-f5a2-40fb-bbad-a41e0e251cdb	3	video_3	real	informational	TRUE	fake	FALSE	3	67	How uncertain are you?	5	5	4	5	15495	65	3	2	23.99	2026-03-28T09:58:33.451530
2c201914-f5a2-40fb-bbad-a41e0e251cdb	4	video_4	real	informational	TRUE	real	TRUE	3	92	How uncertain are you?	1	3	5	4	22841	96	2	2	29.84	2026-03-28T09:56:35.451530
